,one,two,three,four
3576,3534,174,1,1335139200
3577,3535,174,1,1401926400
3578,3536,174,5,1384992000
3579,3537,174,2,1208304000
3580,3538,174,2,1331683200
3581,3539,174,3,1142640000
3582,3540,174,1,1330992000
3583,3541,174,3,1354147200
3584,3542,174,1,1373760000
3585,3484,174,5,1392681600
3586,3543,174,3,1397433600
3587,3544,174,5,1395964800
3588,3545,174,2,1331424000
3589,2894,174,4,1207958400
3590,3546,174,3,1329782400
3591,3547,174,4,1397174400
3592,3548,174,3,1383436800
3593,3549,174,4,1209686400
3594,3550,175,5,961632000
3595,3551,175,5,949708800
3596,3552,175,5,1394928000
3597,3553,175,5,957225600
3598,3554,176,5,1368144000
3599,3555,176,3,1250553600
3600,3556,177,4,1245888000
3601,3557,177,1,1223856000
3602,3558,177,5,1269216000
3603,3559,177,5,1381363200
3604,3560,177,1,1181779200
3605,3561,177,2,1401494400
3606,3562,177,4,1308096000
3607,3563,178,1,1390262400
3608,3564,178,4,1404950400
3609,3565,178,5,1358035200
3610,3566,178,1,1350518400
3611,3567,178,5,1254182400
3612,3568,178,5,1275177600
3613,3569,178,2,1346112000
3614,3570,178,5,1403654400
3615,3571,178,5,1346976000
3616,3572,178,2,1282348800
3617,3573,178,5,1295222400
3618,3574,178,1,1373673600
3619,3575,178,5,1316908800
3620,3576,178,1,1330214400
3621,3577,178,1,1345939200
3622,3578,178,5,1316131200
3623,3579,178,5,1346716800
3624,3580,178,5,1404518400
3625,3581,178,1,1402531200
3626,3582,178,5,1368576000
3627,3583,178,5,1359849600
3628,3584,178,4,1364428800
3629,3585,178,3,1346457600
3630,3586,178,5,1284768000
3631,3587,178,2,1346630400
3632,3588,179,5,1152057600
3633,3589,179,5,1222646400
3634,3590,179,5,1209340800
3635,3591,179,5,1357862400
3636,3592,179,5,1384473600
3637,3593,179,1,1207872000
3638,3594,179,5,1174953600
3639,3595,179,4,1170806400
3640,3596,179,2,1266969600
3641,3597,179,5,1371427200
3642,3598,179,5,1168300800
3643,3599,179,1,1397001600
3644,3600,179,5,1223251200
3645,3601,179,5,1216944000
3646,3602,179,5,1217203200
3647,3603,179,4,1212019200
3648,3604,179,5,1226880000
3649,3605,179,4,1187827200
3650,3606,179,4,1241136000
3651,3607,180,4,1176249600
3652,3608,181,5,1398124800
3653,3609,181,3,1311638400
3654,3610,181,5,1353110400
3655,3611,182,3,1368835200
3656,3612,183,5,1320883200
3657,3613,184,1,1306454400
3658,3614,184,3,1368662400
3659,3615,184,1,1374451200
3660,3616,184,2,1357603200
3661,3617,184,3,1384560000
3662,3618,184,5,1377129600
3663,3619,184,5,1297728000
3664,3620,184,5,1308009600
3665,3621,184,1,1366156800
3666,3622,184,1,1359244800
3667,3623,184,1,1374451200
3668,3624,184,5,1273968000
3669,3625,184,2,1366156800
3670,3626,184,4,1367539200
3671,3627,184,1,1378857600
3672,1266,184,1,1370563200
3673,3628,184,3,1210636800
3674,3629,184,1,1375833600
3675,3630,184,4,1381795200
3676,3631,185,5,1387411200
3677,3632,185,5,1346630400
3678,3633,185,4,1364256000
3679,3634,185,5,1372118400
3680,3635,185,5,1376006400
3681,770,185,4,1368403200
3682,3636,185,5,1365638400
3683,3637,185,5,1404864000
3684,3638,185,5,1400716800
3685,816,185,4,1367452800
3686,3639,185,4,1382745600
3687,3640,185,5,1371340800
3688,3641,185,5,1344124800
3689,3642,185,5,1371340800
3690,3643,185,5,1398643200
3691,3644,185,5,1403913600
3692,3645,185,4,1354060800
3693,3646,186,5,1156723200
3694,3647,186,5,1277596800
3695,3648,186,5,1315958400
3696,3649,186,5,1330128000
3697,3650,186,4,1316304000
3698,3651,186,5,1330560000
3699,3652,186,3,1400544000
3700,3653,186,4,1207699200
3701,3654,186,5,1273795200
3702,3655,186,5,1390521600
3703,3656,186,1,1230249600
3704,3657,186,4,1379116800
3705,3658,186,1,1310515200
3706,3659,186,5,1330214400
3707,3660,186,5,1397952000
3708,3661,186,5,1369267200
3709,3662,186,4,1335571200
3710,3663,186,5,1349654400
3711,3664,186,5,1305763200
3712,3665,186,5,1214438400
3713,3666,186,4,1337644800
3714,3667,186,5,1354320000
3715,3668,186,5,1339632000
3716,3669,186,3,1341446400
3717,3670,186,5,1353888000
3718,3671,186,5,1316131200
3719,3672,186,5,1336953600
3720,3673,186,2,1368748800
3721,3674,186,5,1331942400
3722,3675,186,5,1400198400
3723,3676,186,4,1402099200
3724,3677,187,1,1235692800
3725,3678,187,5,1340150400
3726,3679,188,4,1369440000
3727,3680,188,5,1378771200
3728,3681,188,5,1373760000
3729,3682,188,4,1308182400
3730,3683,188,5,1356652800
3731,3684,188,4,1321920000
3732,3685,189,1,1241222400
3733,3686,189,1,1362009600
3734,3687,189,1,1154908800
3735,3688,189,5,1337817600
3736,3689,190,4,1262822400
3737,3690,190,3,1379289600
3738,3691,190,5,1279411200
3739,3692,191,5,1240704000
3740,3693,191,4,1325289600
3741,3694,191,5,1371772800
3742,3695,191,5,1324425600
3743,3696,192,4,1405382400
3744,3697,192,5,1336867200
3745,3698,192,5,1250294400
3746,3699,192,4,1402012800
3747,3700,192,5,1402358400
3748,3701,192,3,1355356800
3749,3702,192,5,1404777600
3750,3703,192,5,1402358400
3751,3704,192,5,1313625600
3752,3705,192,5,1306800000
3753,3706,192,5,1339718400
3754,3707,192,4,1400544000
3755,3708,192,5,1402444800
3756,3709,192,5,1244419200
3757,3710,192,4,1316131200
3758,3711,192,1,1403913600
3759,3712,192,4,1368489600
3760,3713,192,4,1276300800
3761,3714,192,5,1250380800
3762,3715,192,5,1311379200
3763,3716,192,5,1386979200
3764,3717,192,2,1283385600
3765,3718,192,2,1362787200
3766,3719,192,4,1312675200
3767,3720,192,5,1274486400
3768,3721,192,5,1405036800
3769,3722,192,2,1271462400
3770,3723,192,5,1340582400
3771,3724,192,5,1372118400
3772,3725,192,1,1310515200
3773,3726,192,5,1402012800
3774,931,193,1,1253232000
3775,3727,193,1,1339977600
3776,3728,193,1,1261180800
3777,3729,193,5,1249171200
3778,3730,193,4,1370649600
3779,3731,193,5,1350172800
3780,3732,193,5,1375833600
3781,3733,193,1,1403654400
3782,3734,193,5,1377043200
3783,3735,193,1,1368576000
3784,3736,193,1,1246924800
3785,3737,193,5,1347580800
3786,3738,193,5,1234310400
3787,3739,193,4,1218067200
3788,3740,193,4,1217030400
3789,3741,193,5,1245456000
3790,3742,193,5,1383091200
3791,3743,194,4,1322006400
3792,3744,194,2,1370736000
3793,3745,195,4,1263686400
3794,3746,196,5,1313798400
3795,3747,197,5,1362873600
3796,3748,197,4,1228089600
3797,3749,197,5,1373760000
3798,3750,197,1,1380672000
3799,3751,197,3,1186185600
3800,3752,197,5,1376611200
3801,3753,197,5,1247529600
3802,3754,197,5,1311552000
3803,3755,197,3,1403654400
3804,3756,197,4,1220140800
3805,3757,197,1,1380672000
3806,3758,197,5,1404432000
3807,3759,197,5,1402272000
3808,3760,197,5,1399766400
3809,3761,197,5,1365292800
3810,3762,197,3,1365033600
3811,3763,197,5,1246406400
3812,3764,197,5,1281830400
3813,3765,197,3,1351036800
3814,3766,197,5,1404691200
3815,3767,197,5,1354752000
3816,3768,197,2,1258416000
3817,3769,197,5,1323129600
3818,3770,197,5,1369699200
3819,3771,197,5,1404259200
3820,3772,197,1,1345507200
3821,3773,197,5,1318032000
3822,3774,197,1,1348704000
3823,3775,197,5,1186099200
3824,3776,197,4,1359763200
3825,3777,197,5,1344902400
3826,3778,198,1,1375401600
3827,3779,199,4,1307232000
3828,3780,199,3,1222819200
3829,3781,199,1,1282953600
3830,3782,199,2,1218067200
3831,3783,199,1,1271721600
3832,3784,199,1,1158364800
3833,3785,199,3,1310515200
3834,3786,199,5,1185321600
3835,3787,199,4,1211932800
3836,3788,200,5,1373760000
3837,3789,201,5,1402876800
3838,3790,201,1,1342915200
3839,3791,201,2,1275264000
3840,3792,201,5,1187136000
3841,1544,201,5,1402012800
3842,3793,201,1,1214092800
3843,3794,201,5,1304121600
3844,3795,201,5,1375574400
3845,3796,201,4,1389225600
3846,3797,201,4,1381104000
3847,1974,202,1,1218585600
3848,3798,203,5,1349654400
3849,3799,203,1,1321488000
3850,3800,203,4,1384905600
3851,3801,203,2,1316908800
3852,3802,203,5,1377216000
3853,3803,203,1,1334102400
3854,3804,203,1,1320278400
3855,3805,203,4,1249430400
3856,3806,203,1,1375056000
3857,3807,203,2,1404086400
3858,3808,203,3,1267660800
3859,3809,203,5,1292284800
3860,3810,203,4,1308528000
3861,3811,203,3,1318896000
3862,3812,204,4,1340841600
3863,3813,204,5,1379548800
3864,3814,204,5,1364688000
3865,2182,204,5,1386028800
3866,3815,204,3,1397779200
3867,3816,205,1,1266019200
3868,3817,205,1,1280448000
3869,3818,205,5,1255392000
3870,3819,205,5,1221264000
3871,3820,205,1,1190073600
3872,3821,205,3,1276819200
3873,3822,205,5,1245715200
3874,3823,205,1,1151452800
3875,3824,205,1,1147392000
3876,3825,205,5,1181692800
3877,3826,205,1,1248134400
3878,3827,205,1,1153180800
3879,3828,205,4,1250553600
3880,3829,205,5,1273795200
3881,3830,205,1,1215216000
3882,3831,206,4,1265673600
3883,3832,206,5,1216771200
3884,3833,206,1,1346803200
3885,3834,206,1,1352937600
3886,3835,206,5,1366934400
3887,3836,206,5,1373328000
3888,3837,206,4,1299024000
3889,3838,206,5,1366243200
3890,3839,206,1,1244851200
3891,3840,207,4,1167782400
3892,3841,208,5,1264809600
3893,3842,208,5,1394323200
3894,3843,208,5,1383523200
3895,3844,208,4,1341792000
3896,3845,208,5,1305158400
3897,3846,208,5,1399248000
3898,3847,208,5,1377907200
3899,3848,208,5,1377129600
3900,3849,208,5,1400457600
3901,3850,208,5,1362096000
3902,3851,208,5,1391299200
3903,3852,208,5,1383955200
3904,3853,208,3,1370476800
3905,3854,208,3,1310428800
3906,3855,208,5,1373500800
3907,3856,208,5,1229904000
3908,3857,208,5,1350086400
3909,3858,208,5,1234656000
3910,3859,208,1,1336089600
3911,3860,208,4,1316736000
3912,3861,208,4,1370304000
3913,3862,209,4,1349136000
3914,3863,210,5,1274918400
3915,3864,210,5,1366502400
3916,3865,210,5,1393632000
3917,3866,210,5,1238544000
3918,3867,210,5,1359676800
3919,3868,210,5,1390608000
3920,3869,210,5,1347580800
3921,3870,210,5,1345766400
3922,3871,210,5,1357171200
3923,3872,211,5,1374796800
3924,3873,211,2,1356739200
3925,3874,211,5,1325030400
3926,3875,211,5,1341273600
3927,3876,211,5,1365292800
3928,3877,211,5,1126396800
3929,3878,211,3,1140048000
3930,3879,211,2,1404172800
3931,3880,211,5,1369526400
3932,3881,211,1,1404777600
3933,3882,211,3,1370131200
3934,3883,211,5,1378771200
3935,3884,211,2,1389744000
3936,3885,211,5,1361750400
3937,3886,211,5,1403740800
3938,3887,211,5,1378339200
3939,3888,211,3,1152748800
3940,3889,211,5,1338768000
3941,3890,211,5,1356739200
3942,3891,211,1,1400371200
3943,3892,211,4,1307059200
3944,3893,211,5,1375833600
3945,3894,211,1,1315785600
3946,3895,211,5,1281225600
3947,3896,211,5,1381881600
3948,3897,211,4,1388016000
3949,3898,211,5,1314489600
3950,3899,211,5,1343433600
3951,3900,211,4,1398643200
3952,3901,211,5,1361664000
3953,3902,211,1,1400544000
3954,3903,211,1,1338940800
3955,3904,211,5,1377734400
3956,3905,211,5,1057449600
3957,3906,211,5,1359849600
3958,3907,211,1,1394150400
3959,3908,211,5,1367452800
3960,3909,211,5,1368576000
3961,3910,211,4,1373328000
3962,3911,211,1,1333152000
3963,3912,211,5,1210377600
3964,3913,211,5,1308614400
3965,3729,211,5,1386374400
3966,3914,211,5,1378166400
3967,1926,211,5,1370563200
3968,3915,211,5,1313280000
3969,3916,211,5,1335657600
3970,3917,211,5,1378252800
3971,3918,211,5,1139702400
3972,3919,211,5,1403827200
3973,3920,211,4,1350000000
3974,3921,211,5,1029110400
3975,3922,211,4,1369180800
3976,3923,211,3,1398902400
3977,3924,211,3,1311465600
3978,3925,211,3,1366243200
3979,3926,211,5,1369526400
3980,3927,211,5,1330732800
3981,3928,211,4,1141689600
3982,3929,211,4,1376611200
3983,3930,211,5,1248393600
3984,3931,211,5,1390348800
3985,3932,211,5,1370563200
3986,3933,211,5,1358035200
3987,1743,211,5,1213920000
3988,3934,211,4,1335571200
3989,3935,211,4,1395792000
3990,3936,211,5,1243296000
3991,3937,211,1,1377734400
3992,3938,211,5,1376092800
3993,3939,211,5,1373155200
3994,3940,211,5,1245801600
3995,3941,211,3,1347235200
3996,3942,211,5,1317945600
3997,3943,211,5,1375488000
3998,3944,211,4,1370908800
3999,3945,211,5,1381190400
4000,3946,211,1,1373673600
4001,3947,211,5,1402272000
4002,3948,211,4,1369526400
4003,3949,211,4,1385078400
4004,3950,211,5,1344297600
4005,1485,211,5,1366070400
4006,3951,211,5,1383091200
4007,3952,211,5,1379462400
4008,3953,211,5,1401062400
4009,3954,211,3,1382140800
4010,3955,211,5,1378512000
4011,3956,211,5,1372204800
4012,3957,211,5,1336176000
4013,3958,211,5,1402876800
4014,3959,211,5,1400976000
4015,3960,211,2,1404000000
4016,3961,211,5,1251072000
4017,3962,211,5,1282608000
4018,3963,211,5,1373414400
4019,3964,211,5,1401062400
4020,3965,211,5,1396828800
4021,3966,211,5,1387152000
4022,3967,211,5,1360368000
4023,3968,211,4,1313884800
4024,3969,211,4,1370044800
4025,3970,211,5,1400889600
4026,3971,211,5,1246665600
4027,3972,211,5,1372204800
4028,3973,211,5,1343779200
4029,3974,211,5,1027036800
4030,3975,211,5,1376092800
4031,3976,211,5,1399939200
4032,3977,211,2,1363737600
4033,3978,211,5,1381363200
4034,3979,211,1,1181174400
4035,3980,211,5,1376179200
4036,3981,211,5,1396310400
4037,3982,211,3,1401580800
4038,3983,211,5,1374451200
4039,3984,211,1,1314576000
4040,3985,211,4,1371340800
4041,3986,211,2,1403395200
4042,3987,211,5,1252713600
4043,3988,211,3,1337126400
4044,3989,211,5,1376784000
4045,3990,211,5,1376438400
4046,3991,211,4,1372982400
4047,3992,211,5,1391126400
4048,3993,211,3,1186704000
4049,3994,211,2,1127952000
4050,3995,211,1,1379462400
4051,3996,211,1,1315612800
4052,3997,211,4,1404086400
4053,3998,211,5,1370736000
4054,3999,211,5,1384646400
4055,4000,211,4,1398643200
4056,4001,211,3,1376179200
4057,4002,211,1,1404259200
4058,4003,211,5,1349222400
4059,4004,211,5,1344384000
4060,4005,211,5,1365379200
4061,4006,211,4,1380067200
4062,4007,211,5,1391990400
4063,4008,211,4,1377820800
4064,4009,211,5,1375833600
4065,1240,211,4,1404086400
4066,4010,211,2,1355616000
4067,4011,211,4,1278979200
4068,4012,211,3,1369440000
4069,4013,211,5,1368316800
4070,4014,211,5,1312588800
4071,4015,211,1,1316736000
4072,4016,211,1,1377734400
4073,4017,211,5,1403568000
4074,4018,211,1,1373500800
4075,4019,211,4,1216512000
4076,1421,211,5,1368144000
4077,4020,211,5,1371945600
4078,4021,211,5,1308096000
4079,4022,211,4,1362096000
4080,2822,211,3,1345161600
4081,4023,211,5,1354060800
4082,4024,211,3,1310688000
4083,4025,211,3,1402704000
4084,4026,211,5,1344124800
4085,4027,211,4,1367884800
4086,4028,211,5,1336953600
4087,4029,211,5,1374883200
4088,4030,211,5,1261353600
4089,4031,211,3,1369872000
4090,4032,211,4,1376438400
4091,4033,211,5,975628800
4092,4034,211,1,1336780800
4093,4035,211,5,1384732800
4094,4036,211,5,1330473600
4095,4037,211,3,1377907200
4096,4038,211,2,1125360000
4097,4039,211,4,1400976000
4098,4040,211,5,1378684800
4099,4041,211,4,1374883200
4100,4042,211,5,1365292800
4101,4043,211,2,1332201600
4102,4044,211,2,1206230400
4103,4045,211,2,1353542400
4104,4046,211,5,1245110400
4105,4047,211,5,1374364800
4106,4048,211,1,1368921600
4107,4049,211,5,1277164800
4108,4050,211,5,1355184000
4109,4051,211,1,1078099200
4110,4052,211,5,1342224000
4111,4053,211,1,1369180800
4112,4054,211,5,1311638400
4113,4055,211,2,1400630400
4114,4056,211,5,1383868800
4115,4057,211,5,1351123200
4116,4058,211,5,1376611200
4117,4059,211,5,1338768000
4118,4060,211,5,984614400
4119,4061,211,5,1272412800
4120,4062,211,5,1377216000
4121,4063,211,2,1382486400
4122,4064,211,4,1119139200
4123,4065,211,4,1397606400
4124,4066,211,5,1335916800
4125,4067,211,5,1389657600
4126,4068,211,4,1172620800
4127,4069,211,1,1344384000
4128,4070,211,2,1340496000
4129,4071,211,5,1398211200
4130,4072,211,2,1056585600
4131,4073,211,3,1382918400
4132,4074,211,3,1376092800
4133,4075,211,5,1368489600
4134,4076,211,5,1346198400
4135,4077,211,5,1329350400
4136,4078,211,1,1343001600
4137,4079,211,5,1344643200
4138,1908,211,1,1396310400
4139,4080,211,3,1359590400
4140,4081,211,5,1353801600
4141,4082,211,4,1369008000
4142,4083,211,5,1376956800
4143,4084,211,1,1404086400
4144,4085,211,5,1403308800
4145,4086,211,3,1370649600
4146,4087,211,4,1386892800
4147,4088,211,1,1403913600
4148,4089,211,5,1374883200
4149,4090,211,3,1379289600
4150,4091,211,5,1319500800
4151,4092,211,5,1318809600
4152,4093,211,5,1368144000
4153,4094,211,5,1336262400
4154,4095,212,1,1207267200
4155,4096,212,1,1243555200
4156,4097,212,4,1081987200
4157,4098,212,1,1225324800
4158,4099,212,1,1244851200
4159,4100,212,5,1216944000
4160,4101,212,4,1225584000
4161,4102,212,4,1245196800
4162,4103,212,4,1220745600
4163,4104,212,5,1055808000
4164,4105,212,1,1187913600
4165,4106,212,4,1156291200
4166,4107,212,4,1123545600
4167,4108,212,3,1235433600
4168,4109,212,1,1242086400
4169,4110,212,3,1210377600
4170,4111,212,5,1183939200
4171,4112,212,1,1308700800
4172,4113,212,4,1154390400
4173,4114,212,1,1179705600
4174,4115,212,1,1241049600
4175,4116,212,4,1170288000
4176,4117,212,5,1208476800
4177,4118,212,5,1092009600
4178,4119,212,4,1183420800
4179,4120,212,2,1242259200
4180,4121,212,1,1288051200
4181,3784,212,4,1158364800
4182,4122,212,1,1186876800
4183,4123,212,1,1216944000
4184,4124,212,3,1155081600
4185,4125,212,2,1119744000
4186,4126,212,1,1209772800
4187,4127,212,4,1174867200
4188,4128,212,3,1215302400
4189,4129,212,2,1273622400
4190,4130,212,1,1250899200
4191,4131,212,1,1153180800
4192,4132,212,2,1245024000
4193,4133,212,2,1250208000
4194,4134,212,1,1215907200
4195,4135,212,3,1300060800
4196,4136,212,5,1227398400
4197,4137,212,1,1252540800
4198,4138,212,4,1215561600
4199,4139,212,4,1181865600
4200,4140,212,4,1248134400
4201,4141,212,2,1240272000
4202,4142,212,1,1219708800
4203,4143,212,1,1264723200
4204,4144,212,5,1259452800
4205,4145,212,1,1230940800
4206,4146,212,1,1242777600
4207,4147,212,1,1249603200
4208,4148,212,1,1154995200
4209,4149,212,5,1219795200
4210,4150,212,2,1276992000
4211,4151,212,1,1183766400
4212,4152,212,5,1121126400
4213,4153,212,3,1175040000
4214,4154,212,5,1168473600
4215,4155,212,2,1238803200
4216,4156,212,5,1115683200
4217,4157,212,2,1247356800
4218,4158,212,5,1154563200
4219,4159,212,5,1242172800
4220,4160,212,2,1178928000
4221,4161,212,2,1218326400
4222,4162,212,4,963964800
4223,4163,212,1,1160784000
4224,4164,212,1,1230940800
4225,4165,212,4,1215993600
4226,4166,212,1,1243987200
4227,4167,212,5,1031529600
4228,4168,212,1,1188518400
4229,4169,212,5,1182816000
4230,4170,212,5,1152057600
4231,4171,212,2,1265846400
4232,4172,212,2,1343088000
4233,4173,212,2,1216512000
4234,4174,212,5,1127779200
4235,4175,212,5,1240272000
4236,4176,212,1,1189641600
4237,4177,212,3,1216598400
4238,4178,212,5,999475200
4239,2122,212,5,1151884800
4240,4179,212,3,1240099200
4241,4180,212,5,1177804800
4242,4181,212,1,1244073600
4243,4182,212,5,1168300800
4244,4183,212,5,1124150400
4245,4184,212,1,1190592000
4246,4185,212,1,1175040000
4247,4186,212,3,1048291200
4248,4187,212,4,1157500800
4249,4188,212,2,1250380800
4250,4189,212,1,1216944000
4251,4190,212,4,1212883200
4252,4191,212,1,1242172800
4253,4192,212,5,964224000
4254,4193,212,4,1170633600
4255,1387,212,1,1189468800
4256,4194,212,2,1214438400
4257,4195,212,5,1161993600
4258,4196,212,5,991440000
4259,4197,212,3,1168473600
4260,4198,212,5,1185408000
4261,4064,212,5,1119139200
4262,4199,212,1,1184630400
4263,4200,212,3,1215993600
4264,4201,212,3,1186531200
4265,4202,212,1,1259798400
4266,4203,212,4,1322524800
4267,4204,212,2,1245715200
4268,4205,212,1,1162166400
4269,4206,213,5,1351382400
4270,4207,213,1,1255651200
4271,4208,213,5,1245110400
4272,4209,213,5,1385769600
4273,4210,213,5,1386028800
4274,4211,213,2,1393027200
4275,4212,213,4,1259020800
4276,4213,213,5,1277683200
4277,4214,213,1,1399766400
4278,4215,213,5,1401408000
4279,4216,213,5,1364860800
4280,4217,213,5,1382832000
4281,4218,213,5,1382140800
4282,4219,213,5,1394841600
4283,4220,213,2,1262995200
4284,4221,214,1,1340150400
4285,4222,214,2,1339545600
4286,4223,214,1,1342137600
4287,4224,214,5,1378166400
4288,4225,214,4,1243296000
4289,4226,214,4,1349222400
4290,4227,214,1,1248825600
4291,4228,215,5,1215561600
4292,4229,216,5,965001600
4293,4230,216,5,1054512000
4294,4231,216,4,1023148800
4295,4232,216,5,1019260800
4296,4233,216,5,1084752000
4297,4234,216,5,1026691200
4298,4235,216,5,1053475200
4299,4236,217,1,1251936000
4300,4237,217,2,1280534400
4301,4238,218,5,1382832000
4302,4239,218,5,1374019200
4303,4240,218,1,1377129600
4304,4241,218,4,1346544000
4305,1888,218,5,1388102400
4306,2083,219,4,1348444800
4307,4242,219,3,1333065600
4308,4243,219,4,1375315200
4309,4244,219,5,1344470400
4310,4245,219,5,1286236800
4311,4246,220,2,1378166400
4312,4247,221,1,1307318400
4313,4248,221,1,1327968000
4314,4249,221,1,1286150400
4315,4250,221,2,1305331200
4316,4251,221,5,1276387200
4317,4252,221,1,1306195200
4318,4253,221,5,1243641600
4319,4254,222,5,1382572800
4320,4255,222,1,1401580800
4321,4256,222,5,1370476800
4322,4257,222,3,1378339200
4323,4258,222,3,1231286400
4324,4259,222,5,1242604800
4325,4260,223,5,1401321600
4326,4261,223,4,1241654400
4327,4262,223,5,1368576000
4328,4263,224,1,1240963200
4329,4264,225,3,1357257600
4330,4265,225,4,1359158400
4331,4266,225,5,1390608000
4332,4267,225,5,1357948800
4333,4268,225,5,1303084800
4334,4269,225,1,1322784000
4335,4270,225,5,1358380800
4336,4271,225,3,1314316800
4337,4272,225,3,1198886400
4338,4273,225,1,1385856000
4339,4274,226,4,1308096000
4340,4275,226,1,1376438400
4341,4276,226,1,1278374400
4342,4277,226,5,1291075200
4343,4278,226,5,1375488000
4344,4279,226,5,1397952000
4345,4280,226,4,1278979200
4346,4281,226,4,1279152000
4347,4282,226,5,1340409600
4348,4283,226,3,1392076800
4349,4284,226,1,1279929600
4350,4285,226,5,1393027200
4351,4286,226,5,1385596800
4352,4287,226,1,1284163200
4353,4288,226,3,1308355200
4354,4289,226,5,1355788800
4355,4290,226,5,1326412800
4356,4291,226,5,1398038400
4357,4292,226,3,1319846400
4358,4293,226,5,1370217600
4359,4294,226,1,1341100800
4360,4295,226,1,1401840000
4361,4296,226,4,1404259200
4362,4297,226,5,1328918400
4363,4298,226,5,1302048000
4364,4299,226,5,1383350400
4365,4300,226,4,1389312000
4366,4301,226,5,1369699200
4367,4302,226,1,1392940800
4368,4303,226,5,1275782400
4369,4304,226,5,1369872000
4370,4305,227,5,1404777600
4371,4306,227,4,1282003200
4372,2398,228,5,1082764800
4373,4307,228,2,1253750400
4374,4308,228,1,1368230400
4375,4309,228,3,1291334400
4376,4310,228,1,1345593600
4377,4311,228,1,1336521600
4378,4312,228,1,1387756800
4379,4313,228,1,1310515200
4380,4314,228,1,1312156800
4381,4315,228,1,1271721600
4382,4316,228,1,1302652800
4383,4317,229,1,1340582400
4384,1471,229,1,1397347200
4385,4318,229,5,1404864000
4386,4319,229,5,1311724800
4387,4320,229,1,1183161600
4388,4321,229,4,957225600
4389,4322,230,4,1383004800
4390,4323,230,2,1391817600
4391,4324,230,1,1402272000
4392,4325,230,5,1382832000
4393,4326,230,1,1375142400
4394,4327,230,5,1245196800
4395,4328,230,1,1404172800
4396,4329,230,5,1381017600
4397,4330,230,2,1306972800
4398,4331,230,1,1369008000
4399,4332,230,3,1394668800
4400,4333,230,3,1377302400
4401,4334,230,1,1355788800
4402,4335,230,3,1366329600
4403,4336,230,2,1395187200
4404,4337,230,1,1403481600
4405,4338,230,4,1279843200
4406,4339,230,4,1382400000
4407,4340,230,5,1391731200
4408,4341,230,2,1287446400
4409,4342,230,4,1353456000
4410,4343,230,3,1374969600
4411,4344,230,5,1290988800
4412,4345,230,4,1378080000
4413,4346,230,5,1372982400
4414,4347,230,1,1254614400
4415,4348,230,1,1384560000
4416,4349,230,5,1366329600
4417,4350,230,5,1217203200
4418,4351,230,1,1339459200
4419,4352,230,3,1280534400
4420,4353,230,2,1374624000
4421,4354,231,1,1186185600
4422,4355,231,1,1309996800
4423,4356,231,1,1368489600
4424,4357,231,1,1375401600
4425,4358,231,1,1369958400
4426,4359,231,1,1270425600
4427,4360,231,1,1384732800
4428,4361,231,1,1320364800
4429,4362,231,1,1208736000
4430,4363,231,1,1343520000
4431,4364,231,1,1344211200
4432,4365,231,1,1341619200
4433,4366,231,1,1313193600
4434,4367,232,5,1274918400
4435,4368,233,1,1378598400
4436,4369,234,5,1327622400
4437,4370,234,5,1372464000
4438,4371,234,5,1338422400
4439,4372,234,5,1330387200
4440,4373,234,5,1378166400
4441,4374,234,5,1277337600
4442,4375,234,3,1368576000
4443,4376,234,5,1388880000
4444,4377,234,5,1390348800
4445,4378,234,4,1394496000
4446,4379,234,5,1373328000
4447,4380,234,4,1369094400
4448,4381,234,3,1291680000
4449,4382,234,4,1319414400
4450,4383,234,5,1381449600
4451,4384,234,1,1392422400
4452,4385,235,5,1404518400
4453,4386,235,5,1378944000
4454,4387,235,4,1315526400
4455,4388,235,2,1396828800
4456,4389,236,5,1372204800
4457,4390,236,5,1377475200
4458,4391,236,1,1375833600
4459,4392,236,5,1371686400
4460,4393,236,5,1404604800
4461,4394,236,5,1296345600
4462,4395,236,5,1381795200
4463,4396,236,5,1343001600
4464,4397,236,5,1368230400
4465,4398,236,4,1377043200
4466,4399,236,5,1356652800
4467,4400,236,5,1372291200
4468,4401,236,5,1366416000
4469,4402,236,2,1403481600
4470,4403,236,2,1374710400
4471,4404,236,5,1346803200
4472,4405,236,5,1403654400
4473,4406,236,5,1374451200
4474,4407,236,3,1370822400
4475,4408,236,5,1402272000
4476,4409,236,5,1390608000
4477,4410,236,5,1348617600
4478,4411,236,5,1311811200
4479,4412,236,2,1369699200
4480,4413,236,3,1398556800
4481,4414,236,5,1191024000
4482,4415,236,5,1399680000
4483,4416,236,3,1241568000
4484,4417,236,4,1355529600
4485,4418,236,3,1367712000
4486,4419,236,5,1404259200
4487,4420,236,5,1372723200
4488,4421,236,5,1374624000
4489,4422,236,5,1385510400
4490,4423,236,5,1374019200
4491,4424,236,1,1375142400
4492,4425,236,4,1374019200
4493,4426,236,4,1401494400
4494,4427,236,4,1371513600
4495,4428,236,5,1399161600
4496,4429,236,2,1367712000
4497,4430,236,5,1350000000
4498,4431,236,5,1353974400
4499,4432,236,5,1381795200
4500,4433,236,1,1374105600
4501,4434,236,5,1384992000
4502,4435,236,5,1374969600
4503,4436,236,5,1400803200
4504,4437,236,5,1395792000
4505,4438,236,5,1379721600
4506,4439,236,5,1366761600
4507,4440,236,4,1404518400
4508,4441,236,5,1356825600
